198.92328	0
198.93727	0
198.95126	0
198.96526	0
198.97925	0
198.99324	0
199.00725	0
199.02124	0
199.03523	0
199.04922	0
199.06323	0
199.07722	0
199.09122	0
199.10522	0
199.11922	0
199.13322	0
199.14722	0
199.16122	0
199.17522	0
199.18922	0
199.20322	0
199.21722	0
199.23122	0
199.24522	0
199.25923	0
199.27322	0
199.28723	0
199.30124	0
199.31525	0
199.32924	0
199.34325	0
199.35725	0
199.37126	0
199.38527	0
199.39926	0
199.41327	0
199.42728	0
199.44128	0
199.45529	0
199.4693	0
199.48331	0
199.49731	0
199.51132	0
199.52534	0
199.53935	0
199.55336	0
199.56737	0
199.58138	0
199.59538	0
199.60941	0
199.62341	0
199.63742	0
199.65144	0
199.66545	0
199.67946	0
199.69348	0
199.70749	0
199.72151	0
199.73552	0
199.74954	0
199.76355	0
199.77757	0
199.79158	0
199.8056	0
199.81961	0
199.83363	0
199.84766	0
199.86166	0
199.87569	0
199.88971	0
199.90373	0
199.91774	0
199.93176	0
199.94579	0
199.95981	0
199.97383	0
199.98785	0
200.00188	0
200.0159	0
200.02992	0
200.04395	0
200.05797	0
200.07199	0
200.08601	0
200.10004	0
200.11406	0
200.12808	0
200.14211	0
200.15613	0
200.17017	0
200.18419	0
200.19821	0
200.21223	0
200.22627	0
200.2403	0
200.25433	0
200.26836	0
200.28238	0
200.29642	0
200.31044	0
200.32448	0
200.3385	0
200.35254	0
200.36656	0
200.3806	0
200.39464	0
200.40866	0
200.4227	0
200.43674	0
200.45076	0
200.4648	0
200.47884	0
200.49287	0
200.5069	0
200.52094	0
200.53497	1312.61
200.54901	3081.02
200.56305	2180.04
200.57709	1410.6
200.59113	368.258
200.60516	205.916
200.6192	-795.504
200.63324	-1123.53
200.64728	-1608.79
200.66132	-1149.51
200.67535	-1193.8
200.68939	-893.466
200.70343	-472.857
200.71748	-242.37
200.73152	-310.767
200.74556	-198.171
200.7596	25.7726
200.77365	268.964
200.78769	456.862
200.80173	3385.33
200.81578	2252.06
200.82982	1628.27
200.84386	578.802
200.85791	178.738
200.87195	-510.475
200.886	-1005.21
200.90004	-1562.66
200.91409	-1030.5
200.92813	-1196.96
200.94218	-869.223
200.95622	-570.107
200.97028	-237.149
200.98433	-277.441
200.99837	-190.135
201.01242	66.0148
201.02647	185.49
201.04053	54.454
201.05457	3094.39
201.06862	1921.86
201.08267	1545.81
201.09673	629.753
201.11078	95.7259
201.12483	-194.989
201.13889	-690.113
201.15294	-1099.19
201.16699	-967.37
201.18105	-1015.55
201.1951	-570.164
201.20915	-611.423
201.22321	-179.325
201.23726	-191.809
201.25131	-52.3979
201.26537	18.487
201.27942	61.6693
201.29349	-2.71476
201.30754	1653.71
201.32159	1347.37
201.33565	1031.11
201.34972	498.056
201.36377	210.395
201.37782	111.162
201.39189	-434.486
201.40594	-634.371
201.42	-383.399
201.43407	-164.398
201.44812	-362.293
201.46219	-405.294
201.47624	-80.8449
201.49031	-202.461
201.50438	-207.54
201.51843	-163.371
201.5325	136.389
201.54655	12.1326
201.56062	447.835
201.57469	506.721
201.58876	415.372
201.60281	178.681
201.61688	-41.5655
201.63095	505.98
201.64502	-72.204
201.65909	-270.176
201.67316	-311.109
201.68721	-288.107
201.70128	-167.198
201.71535	-200.997
201.72942	-228.113
201.74348	-220.377
201.75755	-141.046
201.77162	-28.0135
201.78571	-108.275
201.79977	-159.435
201.81384	27.5896
201.82791	61.9767
201.84198	-26.2687
201.85605	-232.64
201.87013	-127.232
201.8842	-300.392
201.89827	-231.42
201.91234	-130.538
201.92642	-4.7364
201.94049	-72.4802
201.95457	-215.888
201.96864	-237.779
201.98271	-255.745
201.9968	-300.982
202.01086	-51.6178
202.02495	-159.086
202.03902	-227.66
202.0531	-312.843
202.06718	-342.903
202.08125	-263.089
202.09534	-239.614
202.10941	-170.943
202.12349	29.7222
202.13757	-106.461
202.15166	-123.195
202.16573	-39.8958
202.17981	-189.3
202.19389	-140.985
202.20798	-112.181
202.22206	-144.089
202.23615	-133.699
202.25023	-74.008
202.26431	-10.3865
202.27838	62.4953
202.29247	-95.1669
202.30656	-243.429
202.32065	-285.343
202.33473	-405.201
202.34882	-247.847
202.3629	179.965
202.37698	-175.59
202.39107	45.9549
202.40515	-39.0806
202.41925	31.5561
202.43333	158.779
202.44742	-176.854
202.46152	-154.259
202.4756	-190.568
202.48969	-287.537
202.50378	-280.405
202.51787	-222.714
202.53195	-186.944
202.54605	176.599
202.56013	-16.2781
202.57423	-222.467
202.58832	-282.383
202.60242	-103.939
202.61652	-115.821
202.6306	-44.429
202.6447	4.86087
202.6588	-132.62
202.67288	89.7486
202.68698	-67.8405
202.70108	-62.8424
202.71516	-197.364
202.72926	-260.596
202.74336	-177.406
202.75746	-147.326
202.77156	-278.709
202.78566	-168.641
202.79976	270.73
202.81386	108.302
202.82796	-135.451
202.84206	-207.124
202.85616	-120.245
202.87025	-67.079
202.88435	-102.424
202.89845	-170.197
202.91255	-169.836
202.92665	-121.838
202.94075	-136.469
202.95485	-29.213
202.96896	51.2255
202.98306	-387.205
202.99716	-295.638
203.01128	-142.826
203.02538	-173.768
203.03947	-237.719
203.05359	-191.401
203.06769	-214.11
203.0818	-93.0134
203.0959	-326.835
203.11002	-230.015
203.12411	-208.765
203.13823	-149.222
203.15233	-216.279
203.16644	-63.5448
203.18054	-133.1
203.19466	-195.867
203.20877	-10.1791
203.22287	-93.1904
203.23698	-77.7439
203.2511	-16.3489
203.26521	85.4273
203.27931	729.053
203.29343	88.0866
203.30754	-289.751
203.32166	-183.254
203.33577	-31.3306
203.34988	163.442
203.364	567.979
203.37811	212.318
203.39223	-234.59
203.40634	17.7538
203.42046	-76.7316
203.43457	-11.8885
203.44868	118.328
203.4628	579.015
203.47693	210.919
203.49104	73.1096
203.50516	103.933
203.51927	0.149986
203.53339	-111.843
203.54752	-90.5689
203.56163	187.645
203.57574	-16.4442
203.58987	103.994
203.60399	-54.1124
203.61812	-151.92
203.63223	-72.6706
203.64636	-182.884
203.66048	-226.604
203.67461	-134.461
203.68872	-39.441
203.70285	-199.542
203.71696	-179.314
203.73109	-96.0757
203.74522	-102.558
203.75934	-171.368
203.77347	-220.085
203.7876	-220.963
203.80173	-185.016
203.81586	-228.821
203.82997	-142.066
203.8441	-157.432
203.85823	336.412
203.87236	149.746
203.88649	-113.079
203.90062	-122.757
203.91475	0.416414
203.92888	-173.738
203.94301	-143.578
203.95714	-83.1226
203.97127	81.2747
203.9854	-85.7511
203.99953	10.7029
204.01367	-27.8703
204.0278	53.258
204.04193	-75.1354
204.05606	-201.62
204.07019	-155.454
204.08434	-107.629
204.09846	-165.414
204.11259	-131.149
204.12674	-231.735
204.14087	170.039
204.15501	545.63
204.16914	79.7518
204.18329	-13.7228
204.19742	-92.5821
204.21156	-301.914
204.22569	-224.927
204.23984	-124.492
204.25397	-237.124
204.26811	8.66317
204.28226	-114.827
204.2964	85.6265
204.31053	-43.916
204.32468	-124.689
204.33882	-30.516
204.35297	-115.713
204.3671	-192.651
204.38124	-173.029
204.39539	-66.5948
204.40953	-112.172
204.42368	-182.839
204.43782	-111.099
204.45197	-79.2316
204.46611	-144.311
204.48026	-25.0802
204.4944	-140.919
204.50854	-197.688
204.52269	-115.038
204.53683	-172.302
204.55099	-46.7228
204.56514	-25.7179
204.57928	-123.517
204.59343	-144.691
204.60759	-59.0396
204.62173	159.881
204.63588	355.719
204.65004	381.478
204.66418	563.165
204.67834	37.6219
204.69249	-106.488
204.70663	-37.1629
204.72079	-135.945
204.73494	-220.308
204.7491	-89.4111
204.76326	-35.7604
204.7774	-110.739
204.79156	-6.61536
204.80573	30.7445
204.81987	198.36
204.83403	815.372
204.84819	201.226
204.86234	-55.8849
204.8765	-145.383
204.89066	-335.55
204.90482	-148.948
204.91898	11.9299
204.93314	-19.4344
204.9473	93.7585
204.96146	307.168
204.97562	525.781
204.98978	-10.0327
205.00394	-185.969
205.0181	-264.905
205.03226	-38.5357
205.04642	-151.441
205.06058	-244.184
205.07474	-227.13
205.0889	-242.837
205.10307	-100.283
205.11723	-54.1465
205.13139	-292.678
205.14555	-36.6288
205.15973	-131.357
205.17389	-146.703
205.18806	-275.438
205.20222	-287.631
205.21638	-258.385
205.23056	-346.326
205.24472	-197.988
205.2589	-156.286
205.27306	-156.658
205.28723	-280.35
205.30141	7.56011
205.31557	-214.65
205.32974	-293.343
205.34392	-3.90583
205.35808	6.75301
205.37225	7.28253
205.38643	-47.9576
205.4006	-94.9208
205.41476	6.12858
205.42894	-14.0801
205.44312	-162.664
205.45729	47.0404
205.47147	365.132
205.48564	-61.7055
205.49982	-24.0345
205.51399	-13.0639
205.52817	93.8378
205.54234	63.264
205.55652	-8.58349
205.57069	180.974
205.58487	309.073
205.59906	101.182
205.61324	23.9589
205.62741	361.203
205.64159	137.53
205.65578	-289.129
205.66995	-266.212
205.68413	-166.715
205.69832	-180.229
205.71249	-65.7661
205.72667	-38.2718
205.74086	-155.509
205.75504	-226.544
205.76923	-7.71096
205.7834	12.962
205.79759	27.594
205.81178	-40.9301
205.82596	20.1819
205.84015	-129.276
205.85432	-224.076
205.86852	-121.356
205.88271	-186.21
205.8969	-216.217
205.91107	-293.312
205.92526	-124.462
205.93945	-202.142
205.95364	-14.709
205.96783	40.1797
205.98203	255.465
205.99622	136.179
206.01041	-125.684
206.0246	-307.789
206.03879	-187.005
206.05298	-165.967
206.06717	61.8507
206.08136	133.254
206.09555	-25.5579
206.10974	408.291
206.12393	-52.2771
206.13814	-127.843
206.15233	-218.034
206.16652	-85.1313
206.18071	-169.85
206.19492	-287.823
206.20911	-155.8
206.2233	-121.311
206.2375	-171.728
206.25169	-134.422
206.2659	-95.9178
206.28009	-11.7022
206.2943	-70.7997
206.30849	169.471
206.32269	464.436
206.33688	450.582
206.35109	0.670319
206.3653	-241.883
206.37949	-180.161
206.39369	-213.065
206.4079	-21.0001
206.4221	-313.598
206.43629	-377.256
206.4505	-204.062
206.46471	-187.468
206.47891	-147.041
206.49312	-85.4593
206.50732	-125.807
206.52153	-127.667
206.53574	-141.36
206.54994	-115.627
206.56415	206.495
206.57835	33.2658
206.59256	-61.4626
206.60677	-135.029
206.62097	-113.887
206.63518	10.603
206.6494	-119.814
206.6636	-134.903
206.67781	-49.2858
206.69202	-2.55648
206.70624	188.92
206.72044	-112.236
206.73466	-223.027
206.74887	-334.942
206.76308	-209.388
206.7773	-118.739
206.7915	-217.478
206.80573	-145.385
206.81993	-54.0008
206.83415	124.909
206.84837	154.463
206.86258	96.3437
206.8768	371.793
206.89101	411.156
206.90523	97.1771
206.91945	-306.26
206.93367	-209.3
206.94788	1.77137
206.9621	99.295
206.97632	-131.243
206.99054	-106.125
207.00476	-74.1541
207.01898	-187.157
207.0332	-200.325
207.04742	-247.619
207.06165	-192.443
207.07587	-138.12
207.09009	-61.664
